,description,rooms,m2,bathrooms,price,links
1104,"2-room flat via Reinach 7, Dergano, Milan",2,57m²,1,"€ 205,000",https://www.immobiliare.it/en/annunci/108103811/
1105,"2-room flat viale Famagosta 37, Famagosta, Milan",2,72m²,1,"€ 360,000",https://www.immobiliare.it/en/annunci/108087699/
1106,"2-room flat via dei Tulipani 9, Giambellino, Milan",2,65m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108144103/
1107,"2-room flat via Ravenna 48, Corvetto, Milan",2,65m²,1,"€ 189,000",https://www.immobiliare.it/en/annunci/108099955/
1108,"2-room flat via Lorenteggio 37, Giambellino, Milan",2,67m²,1,"€ 348,000",https://www.immobiliare.it/en/annunci/108091177/
1109,"4-room flat via Giovanni Enrico Pestalozzi, Navigli - Darsena, Milan",4,116m²,2,"€ 880,000",https://www.immobiliare.it/en/annunci/108105807/
1110,"2-room flat via Orti 14, Quadronno - Crocetta, Milan",2,90m²,1,"€ 780,000",https://www.immobiliare.it/en/annunci/108096913/
1111,"Apartment via Passo di Fargorida, San Siro, Milan",5+,160m²,2,"€ 599,000",https://www.immobiliare.it/en/annunci/108091577/
1112,"4-room flat via Montalbino 4, Istria, Milan",4,171m²,2,"€ 830,000",https://www.immobiliare.it/en/annunci/108102717/
1113,"2-room flat piazza Irnerio, Washington, Milan",2,50m²,1,"€ 375,000",https://www.immobiliare.it/en/annunci/108104701/
1114,"4-room flat viale Premuda, Piave - Tricolore, Milan",4,135m²,1,"€ 1,190,000",https://www.immobiliare.it/en/annunci/108100637/
1115,"Apartment via Nino Bixio, Porta Venezia, Milan",5,350m²,3,"€ 2,200,000",https://www.immobiliare.it/en/annunci/108105693/
1116,"2-room flat via San Maurilio 1, Carrobbio, Milan",2,55m²,1,"€ 550,000",https://www.immobiliare.it/en/annunci/108095871/
1117,"3-room flat via Antonio Bronzino 13, Città Studi, Milan",3,115m²,2,"€ 540,000",https://www.immobiliare.it/en/annunci/108101133/
1118,"2-room flat via Paolo Cezanne 7, Navigli - Darsena, Milan",2,73m²,1,"€ 510,000",https://www.immobiliare.it/en/annunci/108088405/
1119,"2-room flat via Paolo Cezanne 7, Navigli - Darsena, Milan",2,54m²,1,"€ 455,000",https://www.immobiliare.it/en/annunci/108105021/
1120,"2-room flat via Paolo Cezanne 7, Navigli - Darsena, Milan",2,64m²,1,"€ 510,000",https://www.immobiliare.it/en/annunci/108104543/
1121,"2-room flat via Paolo Cezanne 7, Navigli - Darsena, Milan",2,96m²,1,"€ 668,000",https://www.immobiliare.it/en/annunci/108104065/
1122,"2-room flat via Paolo Cezanne 7, Navigli - Darsena, Milan",2,53m²,1,"€ 428,000",https://www.immobiliare.it/en/annunci/108104271/
1123,"Studio via Giuditta Pasta 125, Bruzzano, Milan",1,40m²,1,"€ 119,000",https://www.immobiliare.it/en/annunci/108175531/
1124,"Studio via Vitruvio, Buenos Aires, Milan",1,38m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108095557/
1125,"Penthouse via Paolo Cezanne 7, Navigli - Darsena, Milan",2,50m²,1,"€ 453,000",https://www.immobiliare.it/en/annunci/108105263/
1126,"4-room flat via Disciplini, Carrobbio, Milan",4,97m²,1,"€ 700,000",https://www.immobiliare.it/en/annunci/108098401/
1127,"4-room flat via Mauro Macchi, Centrale, Milan",4,156m²,2,"€ 838,000",https://www.immobiliare.it/en/annunci/108086697/
1128,"3-room flat via degli Ontani 40, Quartiere Olmi, Milan",3,88m²,1,"€ 205,000",https://www.immobiliare.it/en/annunci/108096477/
1129,"2-room flat via San Bernardo, Quintosole - Chiaravalle, Milan",2,43m²,1,"€ 120,000",https://www.immobiliare.it/en/annunci/108091131/
1130,"2-room flat viale Monza 24, Pasteur, Milan",2,50m²,1,"€ 239,000",https://www.immobiliare.it/en/annunci/108092769/
1131,"Studio via Pietro Custodi, Corso San Gottardo, Milan",1,25m²,1,"€ 249,000",https://www.immobiliare.it/en/annunci/108101795/
1132,"2-room flat via melchiorre gioiA 175, Maggiolina, Milan",2,60m²,1,"€ 320,000",https://www.immobiliare.it/en/annunci/108101441/
1133,"Loft via Edolo 29, Cascina dei Pomi, Milan",2,70m²,1,"€ 160,000",https://www.immobiliare.it/en/annunci/108100363/
1134,"3-room flat via Padova 353, Quartiere Adriano, Milan",3,115m²,1,"€ 299,000",https://www.immobiliare.it/en/annunci/108102187/
1135,"3-room flat viale Teodorico, Sempione, Milan",3,110m²,1,"€ 620,000",https://www.immobiliare.it/en/annunci/108126523/
1136,"Apartment at auction via Bastia 6, Milan",,,,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108091471/
1137,"Studio via Vitruvio 43, Centrale, Milan",1,30m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108105989/
1138,"Loft via Tirso 9, Ripamonti, Milan",2,78m²,2,"€ 670,000",https://www.immobiliare.it/en/annunci/108099561/
1139,"2-room flat via Emilio Broglio 1, Bovisa, Milan",2,58m²,1,"€ 219,000",https://www.immobiliare.it/en/annunci/108099141/
1140,"3-room flat via Terenzio Mamiani 7, Cimiano, Milan",3,75m²,1,"€ 218,000",https://www.immobiliare.it/en/annunci/108100517/
1141,"Studio via Sulmona,23, Bologna - Sulmona, Milan",1,1,2,"€ 169,575",https://www.immobiliare.it/en/annunci/108107163/
1142,"2-room flat via Spezia 7, Famagosta, Milan",2,50m²,1,"€ 215,000",https://www.immobiliare.it/en/annunci/108092895/
1143,"3-room flat via Fratelli Fraschini 22, Gratosoglio, Milan",3,120m²,2,"€ 450,000",https://www.immobiliare.it/en/annunci/108091675/
1144,"2-room flat via Dalmine 11, Baggio, Milan",2,56m²,1,"€ 150,000",https://www.immobiliare.it/en/annunci/108087087/
1145,"3-room flat via Vespri Siciliani 90, Giambellino, Milan",3,96m²,1,"€ 405,000",https://www.immobiliare.it/en/annunci/108088329/
1146,"2-room flat via Luciano Zuccoli 8, Cascina dei Pomi, Milan",2,76m²,1,"€ 380,000",https://www.immobiliare.it/en/annunci/108096187/
1147,"3-room flat via Alessandro Volta, Moscova, Milan",3,136m²,1,"€ 1,250,000",https://www.immobiliare.it/en/annunci/108091409/
1148,"Studio via Volvinio 6, Cermenate - Abbiategrasso, Milan",1,35m²,1,"€ 169,000",https://www.immobiliare.it/en/annunci/108088795/
1149,"4-room flat viale Daniele Ranzoni 17, San Siro, Milan",4,115m²,2,"€ 780,000",https://www.immobiliare.it/en/annunci/108101271/
1150,"2-room flat via Piero Montagnani Marelli, Vialba, Milan",2,55m²,1,"€ 200,000",https://www.immobiliare.it/en/annunci/108202577/
1151,"3-room flat via Gargano, Ripamonti, Milan",3,100m²,2,"€ 595,000",https://www.immobiliare.it/en/annunci/108079215/
1152,"Apartment via Domenico Cucchiari 25, Cenisio, Milan",5,145m²,2,"€ 800,000",https://www.immobiliare.it/en/annunci/108101515/
1153,"3-room flat via Bullona 3, Sempione, Milan",3,88m²,1,"€ 550,000",https://www.immobiliare.it/en/annunci/108093069/
1154,"Loft via Bullona 12, Sempione, Milan",4,183m²,2,"€ 1,220,000",https://www.immobiliare.it/en/annunci/108091277/
1155,"Apartment at auction Modica, Milan",3,50m²,1,"from € 86,250.00",https://www.immobiliare.it/en/annunci/108104789/
1156,"3-room flat via Torino, Carrobbio, Milan",3,100m²,2,"€ 1,290,000",https://www.immobiliare.it/en/annunci/108100657/
1157,"2-room flat new, mezzanine, Ponte Nuovo, Milan",2,64m²,1,"€ 215,000",https://www.immobiliare.it/en/annunci/108082355/
1158,"2-room flat viale Caterina da Forlì, Bande Nere, Milan",2,60m²,1,"€ 315,000",https://www.immobiliare.it/en/annunci/108099261/
1159,"Studio via Bari, Tre Castelli - Faenza, Milan",1,30m²,1,"€ 150,000",https://www.immobiliare.it/en/annunci/108090029/
1160,"3-room flat viale Emilio Caldara 23, Quadronno - Crocetta, Milan",3,85m²,2,"€ 360,000",https://www.immobiliare.it/en/annunci/108090635/
1161,"2-room flat via Cardinale Giuseppe Mezzofanti 31, Argonne - Corsica, Milan",2,55m²,1,"€ 260,000",https://www.immobiliare.it/en/annunci/108102403/
1162,"Apartment at auction Antonio Aldini, Milan",3,75m²,1,"from € 94,500.00",https://www.immobiliare.it/en/annunci/108099515/
1163,"2-room flat via Principe Eugenio, 3, Cenisio, Milan",2,74m²,2,"€ 580,000",https://www.immobiliare.it/en/annunci/108103887/
1164,"Apartment at auction via Privata Bastia, 6, Milan",3,65m²,3,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108107487/
1165,"2-room flat via Padova 82, Parco Trotter, Milan",2,44m²,1,"€ 195,000",https://www.immobiliare.it/en/annunci/108107755/
1166,"3-room flat viale Umbria, Porta Romana - Medaglie d'Oro, Milan",3,105m²,2,"€ 590,000",https://www.immobiliare.it/en/annunci/108101521/
1167,"2-room flat via Degli Elemosinieri, Rovereto, Milan",2,90m²,2,"€ 525,000",https://www.immobiliare.it/en/annunci/108096397/
1168,"2-room flat via Torino, Carrobbio, Milan",2,52m²,1,"€ 649,000",https://www.immobiliare.it/en/annunci/108101423/
1169,"2-room flat via via Giuseppe Ripamonti 152, Ripamonti, Milan",2,40m²,1,"€ 180,000",https://www.immobiliare.it/en/annunci/108092223/
1170,"2-room flat viale Bacchiglione 14, Corvetto, Milan",2,55m²,1,"€ 245,000",https://www.immobiliare.it/en/annunci/108106961/
1171,"Apartment at auction via Pietrasanta, 12, Milan",3,04/18/2024,103m²,"from € 431,500.00",https://www.immobiliare.it/en/annunci/108106099/
1172,"2-room flat new, mezzanine, Ponte Nuovo, Milan",2,60m²,1,"€ 198,000",https://www.immobiliare.it/en/annunci/108082357/
1173,"Studio new, mezzanine, Ponte Nuovo, Milan",1,61m²,1,"€ 211,000",https://www.immobiliare.it/en/annunci/108082361/
1174,"Apartment at auction via Carlo Imbonati   11, Milan",2,57m²,4,"from € 52,500.00",https://www.immobiliare.it/en/annunci/108100101/
1175,"Apartment at auction via bastia, 6, Milan",3,70m²,3,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108105477/
1176,"Single family villa via Lorenteggio 288, Milan",4,300m²,2,"€ 498,000",https://www.immobiliare.it/en/annunci/108104527/
1177,"Apartment at auction via Ugo Pisa, 8, Milan",3,01/30/2024,88m²,"from € 185,250.00",https://www.immobiliare.it/en/annunci/108083269/
1178,"Loft, new, ground floor, Morgagni, Milan",2,40m²,1,"€ 355,000",https://www.immobiliare.it/en/annunci/108082411/
1179,"Apartment at auction via Frosinone , 70, Milan",5+,01/11/2024,113m²,"from € 202,200.00",https://www.immobiliare.it/en/annunci/108105123/
1180,"4-room flat to be refurbished, first floor, Città Studi, Milan",4,130m²,2,"€ 570,000",https://www.immobiliare.it/en/annunci/108095635/
1181,"Loft via Stampa, Carrobbio, Milan",2,80m²,2,"€ 470,000",https://www.immobiliare.it/en/annunci/108087613/
1182,"Penthouse piazza Cinque Giornate, Piave - Tricolore, Milan",4,150m²,2,"€ 940,000",https://www.immobiliare.it/en/annunci/108258005/
1183,"Apartment at auction via San Mamete 3, Milan",2,02/07/2024,42m²,"from € 41,400.00",https://www.immobiliare.it/en/annunci/108100633/
1184,"Apartment at auction via Luigi Ornato , 56, Milan",4,01/10/2024,50m²,"from € 101,250.00",https://www.immobiliare.it/en/annunci/108105121/
1185,"Apartment at auction piazza Anita Garibaldi, 13, Milan",,,,"from € 276,480.00",https://www.immobiliare.it/en/annunci/108105127/
1186,"2-room flat excellent condition, second floor, Amendola - Buonarroti, Milan",2,60m²,1,"€ 439,000",https://www.immobiliare.it/en/annunci/108088703/
1187,"2-room flat corso lodi, Lodi - Brenta, Milan",2,45m²,1,"€ 360,000",https://www.immobiliare.it/en/annunci/108082413/
1188,"Apartment at auction, Milan",3,02/28/2024,69m²,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108106095/
1189,"4-room flat via Privata Bastia, Ripamonti, Milan",4,70m²,3,"€ 213,750",https://www.immobiliare.it/en/annunci/108105597/
1190,"3-room flat via Carlo Imbonati, Dergano, Milan",,,,"€ 52,500",https://www.immobiliare.it/en/annunci/108107191/
1191,"Building via Mecenate, Viale Ungheria - Mecenate, Milan",4,"20,000m²",3+,Price on application,https://www.immobiliare.it/en/annunci/108282447/
1192,"Apartment at auction via Caltagirone, 12, Milan",,,,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108107471/
1193,"4-room flat via Friuli 45, Cadore, Milan",4,155m²,3,"€ 1,250,000",https://www.immobiliare.it/en/annunci/108065199/
1194,"2-room flat via Cascina Barocco 9, San Carlo, Milan",2,50m²,1,"€ 144,000",https://www.immobiliare.it/en/annunci/108064929/
1195,"2-room flat via Ernesto Teodoro Moneta 43, Affori, Milan",2,153m²,2,"€ 382,000",https://www.immobiliare.it/en/annunci/108077233/
1196,"2-room flat via Monte Ortigara 22/F, Martini - Insubria, Milan",2,52m²,1,"€ 339,000",https://www.immobiliare.it/en/annunci/108070517/
1197,"2-room flat via Cenisio 23, Cenisio, Milan",2,50m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/108066329/
1198,"2-room flat via Daniele Ricciarelli, San Siro, Milan",2,53m²,1,"€ 139,000",https://www.immobiliare.it/en/annunci/108072261/
1199,"3-room flat via Giuba 26, Cimiano, Milan",3,90m²,2,"€ 375,000",https://www.immobiliare.it/en/annunci/108069075/
1200,"2-room flat via Luigi Canonica 40, Arena, Milan",2,60m²,1,"€ 450,000",https://www.immobiliare.it/en/annunci/108064207/
1201,"4-room flat viale Vittorio Veneto, Porta Venezia, Milan",4,210m²,2,"€ 2,200,000",https://www.immobiliare.it/en/annunci/108062159/
1202,"3-room flat via francesco cilea, Gallaratese, Milan",3,100m²,1,"€ 280,000",https://www.immobiliare.it/en/annunci/108074585/
1203,"Penthouse via 20 Settembre, Vincenzo Monti, Milan",5,120m²,3,"€ 1,150,000",https://www.immobiliare.it/en/annunci/108197421/
1204,"Loft via Palanzone 33, Niguarda, Milan",3,82m²,1,"€ 139,000",https://www.immobiliare.it/en/annunci/108070767/
1205,"Single family villa via Lucio Cornelio Silla, Figino, Milan",5+,250m²,3+,"€ 830,000",https://www.immobiliare.it/en/annunci/108074443/
1206,"2-room flat via dei Cybo 2, Pasteur, Milan",2,52m²,1,"€ 345,000",https://www.immobiliare.it/en/annunci/108064139/
1207,"3-room flat via Padova 100, Parco Trotter, Milan",3,70m²,1,"€ 298,000",https://www.immobiliare.it/en/annunci/108068021/
1208,"4-room flat viale Papiniano, Solari, Milan",4,170m²,2,"€ 960,000",https://www.immobiliare.it/en/annunci/108060249/
1209,"2-room flat via mincio 30, Corvetto, Milan",2,60m²,1,"€ 299,000",https://www.immobiliare.it/en/annunci/108071347/
1210,"2-room flat via Ruggero Leoncavallo 19, Parco Trotter, Milan",2,53m²,1,"€ 297,000",https://www.immobiliare.it/en/annunci/108066205/
1211,"2-room flat via Astolfo 12, Città Studi, Milan",2,67m²,1,"€ 360,000",https://www.immobiliare.it/en/annunci/108060465/
1212,"2-room flat via Breno 1, Lodi - Brenta, Milan",2,55m²,1,"€ 269,000",https://www.immobiliare.it/en/annunci/108070701/
1213,"3-room flat via Anselmo da Baggio, Baggio, Milan",3,98m²,1,"€ 264,000",https://www.immobiliare.it/en/annunci/108074395/
1214,"2-room flat via Ulisse Dini, Chiesa Rossa, Milan",2,64m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108072525/
1215,"3-room flat via San benigno 3, Città Studi, Milan",3,130m²,2,"€ 620,000",https://www.immobiliare.it/en/annunci/108075995/
1216,"Apartment at auction via Louis Pasteur 25, Milan",3,02/28/2024,33m²,"from € 55,500.00",https://www.immobiliare.it/en/annunci/108076589/
1217,"2-room flat via Giulio Belinzaghi 14, Farini, Milan",2,102m²,2,"€ 550,000",https://www.immobiliare.it/en/annunci/108061849/
1218,"Apartment at auction via Caltagirone 12, Milan",2,02/01/2024,53m²,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108065803/
1219,"2-room flat via liscate 6, Gorla, Milan",2,55m²,1,"€ 215,000",https://www.immobiliare.it/en/annunci/108059447/
1220,"3-room flat via dei Rospigliosi 41, San Siro, Milan",3,119m²,2,"€ 796,000",https://www.immobiliare.it/en/annunci/108088727/
1221,"Apartment at auction via Melchiorre Gioia 71, Milan",3,02/07/2024,74m²,"from € 225,000.00",https://www.immobiliare.it/en/annunci/108061437/
1222,"3-room flat via dei Rospigliosi 41, San Siro, Milan",3,121m²,2,"€ 802,000",https://www.immobiliare.it/en/annunci/108088845/
1223,"Apartment at auction via Modica 13, Milan",4,02/27/2024,50m²,"from € 86,250.00",https://www.immobiliare.it/en/annunci/108076483/
1224,"2-room flat via Vincenzo Monti 51, Vincenzo Monti, Milan",2,62m²,1,"€ 625,000",https://www.immobiliare.it/en/annunci/108061905/
1225,"Penthouse via Alfonso Capecelatro 22, San Siro, Milan",2,53m²,1,"€ 299,000",https://www.immobiliare.it/en/annunci/108071011/
1226,"Apartment at auction via Melchiorre Gioia, 71, Milan",5,74m²,1,"from € 225,000.00",https://www.immobiliare.it/en/annunci/108054693/
1227,"Apartment at auction via Cascina Bianca , 6, Milan",5,93m²,4,"from € 176,250.00",https://www.immobiliare.it/en/annunci/108078143/
1228,"2-room flat via Arcivescovo Romilli 15, Corvetto, Milan",2,43m²,1,"€ 150,000",https://www.immobiliare.it/en/annunci/108070633/
1229,"3-room flat via dei Rospigliosi 41, San Siro, Milan",3,123m²,2,"€ 812,000",https://www.immobiliare.it/en/annunci/108089123/
1230,"3-room flat via Patroclo 19, San Siro, Milan",3,115m²,2,"€ 680,000",https://www.immobiliare.it/en/annunci/108065531/
1231,"2-room flat via Giulio Belinzaghi 14, Farini, Milan",2,90m²,2,"€ 480,000",https://www.immobiliare.it/en/annunci/108061289/
1232,"Apartment at auction via Antonio Aldini 15, Milan",2,02/21/2024,75m²,"from € 94,500.00",https://www.immobiliare.it/en/annunci/108065163/
1233,"3-room flat via Trezzo d'Adda 14, Solari, Milan",3,133m²,2,"€ 1,148,000",https://www.immobiliare.it/en/annunci/108073119/
1234,"3-room flat via Padova 35, Parco Trotter, Milan",3,67m²,2,"€ 347,000",https://www.immobiliare.it/en/annunci/108066429/
1235,"2-room flat via dei Salici 59, Quartiere Olmi, Milan",2,67m²,1,"€ 179,000",https://www.immobiliare.it/en/annunci/108064831/
1236,"3-room flat via Vincenzo Monti 51, Vincenzo Monti, Milan",3,90m²,2,"€ 931,000",https://www.immobiliare.it/en/annunci/108064823/
1237,"3-room flat via Vincenzo Monti 51, Vincenzo Monti, Milan",3,116m²,2,"€ 1,213,000",https://www.immobiliare.it/en/annunci/108065549/
1238,"2-room flat via Astolfo 12, Città Studi, Milan",2,60m²,1,"€ 345,000",https://www.immobiliare.it/en/annunci/108060763/
1239,"2-room flat via Hermada 15, Niguarda, Milan",2,58m²,1,"€ 229,000",https://www.immobiliare.it/en/annunci/108075857/
1240,"Apartment at auction via Samuele Mazzucchelli 11, Milan",2,02/14/2024,46m²,"from € 51,000.00",https://www.immobiliare.it/en/annunci/108075165/
1241,"Studio via Vitruvio 43, Centrale, Milan",1,35m²,1,"€ 280,000",https://www.immobiliare.it/en/annunci/108073449/
1242,"Apartment at auction via Giovanni Pierluigi da Palestrina 34, Milan",1,02/14/2024,47m²,"from € 80,250.00",https://www.immobiliare.it/en/annunci/108073121/
